id,symbol,price_at_decision,drop_percent,recommendation,status,timestamp,company_name,pe_ratio,market_cap,sector,region,is_earnings_drop,earnings_date,ai_score,deep_research_verdict,deep_research_risk,deep_research_catalyst,deep_research_knife_catch,deep_research_score,git_version,entry_price_low,entry_price_high,stop_loss,take_profit_1,take_profit_2,pre_drop_price,upside_percent,downside_risk_percent,risk_reward_ratio,drop_type,conviction,entry_trigger,reassess_in_days,sell_price_low,sell_price_high,ceiling_exit,exit_trigger,deep_research_review_verdict,deep_research_action,deep_research_conviction,deep_research_entry_low,deep_research_entry_high,deep_research_stop_loss,deep_research_tp1,deep_research_tp2,deep_research_upside,deep_research_downside,deep_research_rr_ratio,deep_research_drop_type,deep_research_entry_trigger,deep_research_sell_price_low,deep_research_sell_price_high,deep_research_ceiling_exit,deep_research_exit_trigger,reassess_sell_action,reassess_thesis_status,reassess_sell_price_low,reassess_sell_price_high,reassess_ceiling_exit,reassess_updated_stop_loss,reassess_exit_trigger,reassess_timestamp,reassess_reasoning,data_depth,batch_winner,batch_id,gatekeeper_tier,reported_eps,consensus_eps,surprise_pct,earnings_fiscal_quarter,earnings_narrative_flag,decision_date,intent,return_1w,return_2w,return_4w,return_8w,max_roi_4w,max_roi_8w,max_drawdown_4w,recovered,days_to_recover,post_recover_5d,post_recover_10d,post_recover_20d,limit_filled,limit_cost_basis,return_filled_1w,return_filled_2w,return_filled_4w
46,DTEGY,34.325,-5.907346491228054,AVOID,Not Owned,2026-04-13 17:48:26,Deutsche Telekom AG,15.484729552939056,177654306112.84225,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,33.88,34.32,33.0,34.77,,36.48,1.3,3.8,0.3,MACRO_SELLOFF,LOW,N/A — no position recommended due to structural breakdown and toxic macro environment.,5.0,34.77,35.21,37.28,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 25, ""total_length_chars"": 30715, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 10, ""Benzinga/Massive"": 10}, ""time_range"": {""newest"": ""2026-04-13"", ""oldest"": ""2026-01-26""}}, ""fundamentals"": {""transcript_available"": true, ""transcript_date"": ""2026-03-02"", ""transcript_length"": 69421}, ""agents"": {""technical_length"": 4735, ""news_length"": 5402, ""market_sentiment_length"": 2718, ""economics_length"": 4707, ""competitive_length"": 5133, ""seeking_alpha_length"": 94838, ""bull_length"": 6384, ""bear_length"": 5654, ""risk_length"": 6015}, ""metadata"": {""analyzed_at"": ""2026-04-13T11:51:32.009556"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-13,AVOID,0.010633608935440101,-0.08696285061652183,,,0.019082288193337953,0.019082288193337953,-0.0945375113268448,False,,,,,,,,,
47,FAST,45.715,-7.026642261541586,WATCH,Not Owned,2026-04-13 17:52:04,Fastenal Company,41.78320080431405,52495835020.62539,,America,1,2026-04-13,,,,,,,v0.8.2-24-gc8b03dd,43.05,44.78,40.5,47.5,49.02,49.02,4.2,11.1,0.4,EARNINGS_MISS,MODERATE,Wait for price to test the 200-day SMA ($44.78) or lower Bollinger Band ($43.05) with RSI dropping into true oversold territory (< 30).,5.0,46.09,49.02,50.0,Price recovers to the pre-drop gap ($49.00) or momentum stalls at the declining 50-day SMA ($46.03).,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 23410, ""providers"": {""Yahoo Finance"": 5, ""Finnhub"": 18, ""Market News (Benzinga)"": 5, ""Benzinga/Massive"": 2}, ""time_range"": {""newest"": ""2026-04-13"", ""oldest"": ""2026-02-20""}}, ""fundamentals"": {""transcript_available"": true, ""transcript_date"": ""2026-01-20"", ""transcript_length"": 49325}, ""agents"": {""technical_length"": 4238, ""news_length"": 4845, ""market_sentiment_length"": 2588, ""economics_length"": 5603, ""competitive_length"": 5224, ""seeking_alpha_length"": 89218, ""bull_length"": 6004, ""bear_length"": 5667, ""risk_length"": 6000}, ""metadata"": {""analyzed_at"": ""2026-04-13T11:54:09.679749"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-13,NEUTRAL,-0.003390541982040638,-0.009515503023146197,,,0.07185825221480906,0.07185825221480906,-0.04801486475415796,False,,,,,,,,,
48,GFL,39.54,-8.217270194986071,AVOID,Not Owned,2026-04-13 17:55:01,"GFL Environmental Inc. Subordinate voting shares, no par value",,14152286437.082857,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,38.08,38.6,35.12,41.91,42.81,43.08,6.0,11.2,0.5,COMPANY_SPECIFIC,HIGH,N/A — no position recommended.,5.0,41.91,42.81,45.34,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 15, ""total_length_chars"": 14461, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 4, ""Finnhub"": 3, ""Alpha Vantage"": 2, ""Benzinga/Massive"": 1}, ""time_range"": {""newest"": ""2026-04-13"", ""oldest"": ""2026-04-02""}}, ""fundamentals"": {""transcript_available"": true, ""transcript_date"": ""2026-02-11"", ""transcript_length"": 58636}, ""agents"": {""technical_length"": 4716, ""news_length"": 5084, ""market_sentiment_length"": 3261, ""economics_length"": 5587, ""competitive_length"": 4637, ""seeking_alpha_length"": 69472, ""bull_length"": 5853, ""bear_length"": 6236, ""risk_length"": 5305}, ""metadata"": {""analyzed_at"": ""2026-04-13T11:57:21.408123"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-13,AVOID,-0.003034947674625358,0.003287763503928006,,,0.06221547799696512,0.06221547799696512,-0.08523019299581909,False,,,,,,,,,
49,GIFLF,10.57,-18.06201550387597,AVOID,Not Owned,2026-04-13 17:57:39,Grifols Sa,15.22500027551201,6585588138.102754,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,7.34,8.5,8.27,11.5,12.9,12.9,8.8,21.8,0.4,COMPANY_SPECIFIC,HIGH,N/A — Bearish fundamentals and Health Canada restrictions make this a falling knife.,7.0,10.65,11.5,15.11,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 9, ""total_length_chars"": 11855, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 4}, ""time_range"": {""newest"": ""2026-04-13"", ""oldest"": ""2026-04-01""}}, ""fundamentals"": {""transcript_available"": true, ""transcript_date"": ""2025-11-05"", ""transcript_length"": 55982}, ""agents"": {""technical_length"": 4380, ""news_length"": 5603, ""market_sentiment_length"": 3363, ""economics_length"": 5771, ""competitive_length"": 4466, ""seeking_alpha_length"": 63150, ""bull_length"": 6067, ""bear_length"": 6016, ""risk_length"": 6808}, ""metadata"": {""analyzed_at"": ""2026-04-13T12:00:11.185451"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-13,AVOID,-2.8871880939850245e-08,-2.8871880939850245e-08,,,-2.8871880939850245e-08,-2.8871880939850245e-08,-2.8871880939850245e-08,False,,,,,,,,,
51,PCG,17.465,-5.798274002157493,AVOID,Not Owned,2026-04-13 18:03:53,Pacific Gas & Electric Co.,14.987556852312709,38387513322.436356,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,15.9,16.88,15.8,17.73,18.54,18.54,1.5,9.5,0.2,COMPANY_SPECIFIC,HIGH,N/A — no position recommended.,10.0,17.73,18.54,19.15,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 35888, ""providers"": {""Finnhub"": 4, ""Market News (Benzinga)"": 5, ""Alpha Vantage"": 17, ""Benzinga/Massive"": 4}, ""time_range"": {""newest"": ""2026-04-13"", ""oldest"": ""2026-02-20""}}, ""fundamentals"": {""transcript_available"": true, ""transcript_date"": ""2026-02-12"", ""transcript_length"": 40757}, ""agents"": {""technical_length"": 4677, ""news_length"": 5055, ""market_sentiment_length"": 2391, ""economics_length"": 5724, ""competitive_length"": 4631, ""seeking_alpha_length"": 46379, ""bull_length"": 5836, ""bear_length"": 5735, ""risk_length"": 6380}, ""metadata"": {""analyzed_at"": ""2026-04-13T12:06:31.261664"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-13,AVOID,-0.006584575925008491,-0.061551709725254075,,,0.05868879307862378,0.05868879307862378,-0.08388204981391353,False,,,,,,,,,
52,SNGNF,3.814,-5.359801488833751,AVOID,Not Owned,2026-04-13 18:06:44,Singapore Telecommunications Ltd.,13.162173996347995,62829714446.08729,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,3.66,3.7,3.5,4.03,,4.03,5.7,8.2,0.7,MACRO_SELLOFF,LOW,N/A — data integrity failure precludes entry.,3.0,4.03,4.25,4.25,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 14, ""total_length_chars"": 14430, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 9}, ""time_range"": {""newest"": ""2026-04-13"", ""oldest"": ""2026-02-02""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4345, ""news_length"": 4519, ""market_sentiment_length"": 2833, ""economics_length"": 5265, ""competitive_length"": 5156, ""seeking_alpha_length"": 4853, ""bull_length"": 5502, ""bear_length"": 5011, ""risk_length"": 5808}, ""metadata"": {""analyzed_at"": ""2026-04-13T12:09:13.712238"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-13,AVOID,-0.0010487827006971792,-0.0429994506115806,,,-0.0010487827006971792,-0.0010487827006971792,-0.06659676382287862,False,,,,,,,,,
53,TRUMF,12.4,-5.289287760168028,WATCH,Not Owned,2026-04-13 18:09:59,Terumo Corp.,22.414955846246297,18321263378.904346,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,12.35,12.45,12.15,13.09,13.55,13.09,5.56,2.02,2.8,MACRO_SELLOFF,MODERATE,Price successfully tests and holds the $12.34 support level for 2 consecutive sessions with RSI dipping closer to 30.,3.0,13.09,13.55,15.71,Price approaches SMA50 ($13.55) or breaks below $12.15 stop loss.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 13, ""total_length_chars"": 13927, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 8}, ""time_range"": {""newest"": ""2026-04-13"", ""oldest"": ""2025-09-09""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4201, ""news_length"": 4538, ""market_sentiment_length"": 3147, ""economics_length"": 5886, ""competitive_length"": 5181, ""seeking_alpha_length"": 50001, ""bull_length"": 5554, ""bear_length"": 5007, ""risk_length"": 5371}, ""metadata"": {""analyzed_at"": ""2026-04-13T12:12:56.812423"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-13,NEUTRAL,0.017741926254764652,0.017741926254764652,,,0.08467740397299486,0.08467740397299486,-3.076368765465898e-08,True,13.0,0.018939394213060817,,,,,,,
54,EIX,71.93,-5.005282620179599,AVOID,Not Owned,2026-04-13 18:29:00,Edison International,6.221403426831695,27686285057.595882,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,69.3,71.93,66.2,75.72,,75.72,5.3,8.0,0.7,COMPANY_SPECIFIC,LOW,Wait for legal clarity on Eaton Fire and RSI dropping below 30 to indicate true capitulation.,10.0,72.4,75.5,76.22,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 25726, ""providers"": {""Finnhub"": 2, ""Market News (Benzinga)"": 5, ""Alpha Vantage"": 21, ""Benzinga/Massive"": 2}, ""time_range"": {""newest"": ""2026-04-13"", ""oldest"": ""2026-02-23""}}, ""fundamentals"": {""transcript_available"": true, ""transcript_date"": ""2026-02-18"", ""transcript_length"": 32842}, ""agents"": {""technical_length"": 4437, ""news_length"": 5298, ""market_sentiment_length"": 2370, ""economics_length"": 5248, ""competitive_length"": 5595, ""seeking_alpha_length"": 38030, ""bull_length"": 5393, ""bear_length"": 5402, ""risk_length"": 6133}, ""metadata"": {""analyzed_at"": ""2026-04-13T12:31:38.599389"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-13,AVOID,-0.0187682214506509,-0.04671208543272331,,,0.04990958769729458,0.04990958769729458,-0.07827049837678568,False,,,,,,,,,
55,PINXF,0.7525,-7.259058417549921,AVOID,Not Owned,2026-04-13 18:31:54,Peoples Insurance Company Group China,4.884394717822772,47061342427.1015,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,0.74,0.7525,0.7,0.76,,0.811,1.0,7.0,0.1,COMPANY_SPECIFIC,HIGH,N/A — no position recommended.,5.0,0.76,0.78,0.833,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 9, ""total_length_chars"": 12036, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 4}, ""time_range"": {""newest"": ""2026-04-13"", ""oldest"": ""2025-06-15""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4591, ""news_length"": 4218, ""market_sentiment_length"": 2800, ""economics_length"": 5389, ""competitive_length"": 5742, ""seeking_alpha_length"": 4853, ""bull_length"": 5406, ""bear_length"": 5950, ""risk_length"": 5733}, ""metadata"": {""analyzed_at"": ""2026-04-13T12:34:21.786463"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-13,AVOID,-3.1683531398337806e-09,-0.08983390592657443,,,-3.1683531398337806e-09,-3.1683531398337806e-09,-0.13621265626824966,False,,,,,,,,,
56,CEBCF,0.3768,-14.36363636363636,AVOID,Not Owned,2026-04-14 13:28:01,China Everbright Bank Co Ltd.,,25270768601.64461,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,0.3768,0.38,0.35,0.4,0.42,0.44,6.16,7.11,0.9,COMPANY_SPECIFIC,LOW,N/A — no position recommended.,7.0,0.4,0.42,0.4255,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 5, ""total_length_chars"": 10322, ""providers"": {""Market News (Benzinga)"": 5}, ""time_range"": {""newest"": ""2026-04-14"", ""oldest"": ""2026-04-10""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4241, ""news_length"": 4451, ""market_sentiment_length"": 2980, ""economics_length"": 5767, ""competitive_length"": 6286, ""seeking_alpha_length"": 3991, ""bull_length"": 5997, ""bear_length"": 5868, ""risk_length"": 6563}, ""metadata"": {""analyzed_at"": ""2026-04-14T07:30:30.784450"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-14,AVOID,0.08811039390584206,0.08811039390584206,,,0.167728231464475,0.167728231464475,0.08811039390584206,False,,,,,,,,,
57,NXT,111.55,-5.442061541069765,PENDING,Pending,2026-04-14 19:21:27,Nextpower Inc.,28.49879924377906,16562481000.0,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2026-04-14,NEUTRAL,-0.03137603718728987,0.04473331165869428,,,0.17660242043926494,0.17660242043926494,-0.07010306268997224,True,1.0,0.05512168128794042,0.03768610418612785,,,,,,
58,AKAM,88.84,-6.425110596165993,AVOID,Not Owned,2026-04-14 23:24:37,"Akamai Technologies, Inc.",28.886359941472932,12883040697.29387,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,84.7,87.17,80.17,94.94,97.07,94.94,6.87,9.76,0.7,SECTOR_ROTATION,HIGH,N/A — no position recommended due to structural margin compression and credit downgrade.,7.0,94.94,97.07,110.26,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 27399, ""providers"": {""Finnhub"": 11, ""Market News (Benzinga)"": 5, ""Alpha Vantage"": 10, ""Benzinga/Massive"": 4}, ""time_range"": {""newest"": ""2026-04-14"", ""oldest"": ""2026-02-13""}}, ""fundamentals"": {""transcript_available"": true, ""transcript_date"": ""2026-02-19"", ""transcript_length"": 58062}, ""agents"": {""technical_length"": 5005, ""news_length"": 4956, ""market_sentiment_length"": 2877, ""economics_length"": 5934, ""competitive_length"": 5780, ""seeking_alpha_length"": 104201, ""bull_length"": 5951, ""bear_length"": 6274, ""risk_length"": 5814}, ""metadata"": {""analyzed_at"": ""2026-04-14T17:27:34.037315"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-14,AVOID,0.10400722457288028,0.07417830149905198,,,0.6857270881003594,0.6857270881003594,-0.003827104907699273,True,0.0,0.10400727008160808,0.07417834577818969,,,,,,
59,APA,37.03,-6.229425170929351,BUY_LIMIT,Owned,2026-04-14 23:27:41,APA Corporation,9.298880016071518,13080902299.52393,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,35.2,35.5,33.8,39.49,40.32,39.49,6.64,8.72,0.8,MACRO_SELLOFF,MODERATE,Price enters the $35.20-$35.50 support zone (confluence of SMA50 and Lower Bollinger Band) as RSI approaches 35.,5.0,39.49,40.32,45.0,Price encounters heavy resistance at the broken SMA20 ($40.32) or RSI crosses back above 65.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 28613, ""providers"": {""Finnhub"": 12, ""Benzinga/Massive"": 5, ""Market News (Benzinga)"": 5, ""Alpha Vantage"": 8}, ""time_range"": {""newest"": ""2026-04-14"", ""oldest"": ""2026-02-05""}}, ""fundamentals"": {""transcript_available"": true, ""transcript_date"": ""2026-02-26"", ""transcript_length"": 49160}, ""agents"": {""technical_length"": 4617, ""news_length"": 5234, ""market_sentiment_length"": 2783, ""economics_length"": 5041, ""competitive_length"": 5655, ""seeking_alpha_length"": 63438, ""bull_length"": 5802, ""bear_length"": 6073, ""risk_length"": 6009}, ""metadata"": {""analyzed_at"": ""2026-04-14T17:29:46.852711"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-14,ENTER_LIMIT,0.015392883449124834,0.04374835338587375,,,0.1366459668535752,0.1366459668535752,-0.09721846326827491,True,10.0,0.0732211618274462,,,True,35.35,0.06364917890017234,0.09335223552698457,
60,ASTS,88.57,-10.508234818631914,PENDING,Pending,2026-04-14 23:29:53,"AST SpaceMobile, Inc.",,33836166697.18612,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2026-04-14,NEUTRAL,-0.09664669598926866,-0.18843855421228436,,,0.17590608022895918,0.17590608022895918,-0.2838432843493758,True,0.0,-0.09664669287668488,-0.18843855141597757,,,,,,
61,ASTS,88.57,-10.508234818631914,AVOID,Not Owned,2026-04-14 23:36:56,"AST SpaceMobile, Inc.",,33836166697.18612,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,77.59,86.17,71.69,89.98,,98.97,1.6,19.1,0.1,COMPANY_SPECIFIC,LOW,N/A — no position recommended.,3.0,89.98,90.51,102.37,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 33818, ""providers"": {""Yahoo Finance"": 9, ""Benzinga/Massive"": 10, ""Finnhub"": 5, ""Market News (Benzinga)"": 5, ""Alpha Vantage"": 1}, ""time_range"": {""newest"": ""2026-04-14"", ""oldest"": ""2026-04-02""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 3986, ""news_length"": 5028, ""market_sentiment_length"": 3106, ""economics_length"": 5796, ""competitive_length"": 5577, ""seeking_alpha_length"": 73139, ""bull_length"": 5667, ""bear_length"": 5896, ""risk_length"": 5454}, ""metadata"": {""analyzed_at"": ""2026-04-14T17:39:32.392800"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-14,AVOID,-0.09664669598926866,-0.18843855421228436,,,0.17590608022895918,0.17590608022895918,-0.2838432843493758,True,0.0,-0.09664669287668488,-0.18843855141597757,,,,,,
62,DOCN,73.45,-8.038061850507075,AVOID,Not Owned,2026-04-14 23:39:40,"DigitalOcean Holdings, Inc.",29.232667356523127,7520230220.450107,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,70.45,73.45,69.5,77.0,,79.87,4.8,5.4,0.9,COMPANY_SPECIFIC,HIGH,N/A — no position recommended.,5.0,77.0,78.0,81.84,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 40616, ""providers"": {""Market News (Benzinga)"": 5, ""Finnhub"": 7, ""Alpha Vantage"": 8, ""Benzinga/Massive"": 10}, ""time_range"": {""newest"": ""2026-04-14"", ""oldest"": ""2026-01-27""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4755, ""news_length"": 4944, ""market_sentiment_length"": 2693, ""economics_length"": 5146, ""competitive_length"": 4698, ""seeking_alpha_length"": 108385, ""bull_length"": 6209, ""bear_length"": 5523, ""risk_length"": 5741}, ""metadata"": {""analyzed_at"": ""2026-04-14T17:41:52.017649"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-14,AVOID,0.28944859202821854,0.2849557148184883,,,1.2432948165072966,1.2432948165072966,-0.017426845895911373,True,0.0,0.2894486456032353,0.2849557682068315,,,,,,
63,KMX,41.66,-15.118174409127958,AVOID,Not Owned,2026-04-14 23:42:39,CarMax Inc,13.77918899252497,5907248497.568459,,America,1,2026-04-14,,,,,,,v0.8.2-24-gc8b03dd,38.5,40.0,35.0,43.15,47.9,49.08,3.6,16.0,0.2,EARNINGS_MISS,HIGH,N/A — no position recommended.,10.0,43.15,47.9,49.08,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 19325, ""providers"": {""Yahoo Finance"": 6, ""Market News (Benzinga)"": 5, ""Finnhub"": 17, ""Benzinga/Massive"": 2}, ""time_range"": {""newest"": ""2026-04-14"", ""oldest"": ""2026-02-12""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4229, ""news_length"": 5142, ""market_sentiment_length"": 3076, ""economics_length"": 5081, ""competitive_length"": 5502, ""seeking_alpha_length"": 86913, ""bull_length"": 6210, ""bear_length"": 6269, ""risk_length"": 5236}, ""metadata"": {""analyzed_at"": ""2026-04-14T17:44:55.957071"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-14,AVOID,-0.06289004043381308,-0.07249161330656648,,,0.06096977347430285,0.06096977347430285,-0.12217955605318719,False,,,,,,,,,
64,PPERF,0.26,-23.167848699763585,AVOID,Not Owned,2026-04-14 23:45:03,PT Bank Mandiri Persero TBK,7.183484087035536,24257463750.260002,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,0.25,0.26,0.235,0.29,0.31,0.338,11.5,9.6,1.2,COMPANY_SPECIFIC,LOW,N/A — no position recommended.,7.0,0.29,0.31,0.34,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 9, ""total_length_chars"": 12989, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 4}, ""time_range"": {""newest"": ""2026-04-14"", ""oldest"": ""2025-10-18""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 5240, ""news_length"": 4359, ""market_sentiment_length"": 2456, ""economics_length"": 4834, ""competitive_length"": 5291, ""seeking_alpha_length"": 3991, ""bull_length"": 5236, ""bear_length"": 5334, ""risk_length"": 5373}, ""metadata"": {""analyzed_at"": ""2026-04-14T17:47:36.466666"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-14,AVOID,-3.667978143440109e-08,-3.667978143440109e-08,,,-3.667978143440109e-08,-3.667978143440109e-08,-3.667978143440109e-08,False,,,,,,,,,
65,RIG,6.17,-7.078313253012045,WATCH,Not Owned,2026-04-14 23:48:08,Transocean Ltd (Switzerland),,6828651128.591867,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,5.85,6.0,5.45,6.45,6.56,6.64,4.5,11.7,0.4,ANALYST_DOWNGRADE,MODERATE,Wait for RSI to drop below 30 and price to test the $5.90-$6.00 support zone to improve the risk/reward ratio.,5.0,6.45,6.56,6.64,"If entered near $5.90, scale out at the $6.25 SMA50 and fully exit at the $6.56 VWMA.",,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 38571, ""providers"": {""Market News (Benzinga)"": 5, ""Finnhub"": 6, ""Alpha Vantage"": 7, ""Yahoo Finance"": 2, ""Benzinga/Massive"": 10}, ""time_range"": {""newest"": ""2026-04-14"", ""oldest"": ""2026-02-09""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4193, ""news_length"": 4206, ""market_sentiment_length"": 3273, ""economics_length"": 5167, ""competitive_length"": 5083, ""seeking_alpha_length"": 35848, ""bull_length"": 5681, ""bear_length"": 5851, ""risk_length"": 5901}, ""metadata"": {""analyzed_at"": ""2026-04-14T17:50:16.013101"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-14,NEUTRAL,-0.019448915602129118,0.10048621748023134,,,0.13128039207025713,0.13128039207025713,-0.05672606618130032,True,10.0,-0.07952871353266672,,,,,,,
66,SCHYF,2.1,-7.488986784140966,AVOID,Not Owned,2026-04-14 23:50:22,Sands China Ltd,18.940448578007945,16996096196.412664,,America,0,,,,,,,,v0.8.2-24-gc8b03dd,1.94,2.0,1.85,2.2,2.3,2.27,4.76,11.9,0.4,ANALYST_DOWNGRADE,HIGH,N/A — no position recommended.,5.0,2.2,2.3,2.41,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 15, ""total_length_chars"": 15689, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 10}, ""time_range"": {""newest"": ""2026-04-14"", ""oldest"": ""2025-10-08""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4304, ""news_length"": 4499, ""market_sentiment_length"": 3314, ""economics_length"": 4768, ""competitive_length"": 5224, ""seeking_alpha_length"": 68100, ""bull_length"": 5338, ""bear_length"": 5547, ""risk_length"": 5460}, ""metadata"": {""analyzed_at"": ""2026-04-14T17:52:20.836374"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-14,AVOID,-0.019047646295456702,-0.019047646295456702,,,0.11904757363455631,0.11904757363455631,-0.1238095079149519,True,6.0,-0.12340424409437156,-0.21702123061732964,,,,,,
